L (um),FW (um),V (V),PULL-IN,PULL-OUT
150,5,50,X,X
150,5,50,,
150,5,50,,
150,6,50,25.6,
150,6,50,,
150,6,50,,
150,7,50,X,X
150,7,50,,
150,7,50,,
150,8,50,28.6,
150,8,50,,
150,8,50,,
150,2,60,,
150,2,60,,
150,2,60,,
150,3,60,X,X
150,3,60,X,X
150,3,60,,
150,4,60,X,X
150,4,60,,
150,4,60,,
150,5,60,X,X
150,5,60,,
150,5,60,,
150,6,60,21,
150,6,60,,
150,6,60,,
150,7,60,X,X
150,7,60,,
150,7,60,,
150,8,60,,
150,8,60,,
150,8,60,,
150,2,70,,
150,2,70,,
150,2,70,,
150,3,70,X,X
150,3,70,X,X
150,3,70,,
150,4,70,X,X
150,4,70,,
150,4,70,,
150,5,70,X,X
150,5,70,,
150,5,70,,
150,6,70,X,X
150,6,70,,
150,6,70,,
150,7,70,X,X
150,7,70,,
150,7,70,,
150,8,70,,
150,8,70,,
150,8,70,,
150,2,80,,
150,2,80,,
150,2,80,,
150,3,80,X,X
150,3,80,X,X
150,3,80,,
150,4,80,X,X
150,4,80,,
150,4,80,,
150,5,80,X,X
150,5,80,,
150,5,80,,
150,6,80,X,X
150,6,80,,
150,6,80,,
150,7,80,X,X
150,7,80,,
150,7,80,,
150,8,80,,
150,8,80,,
150,8,80,,
150,2,90,,
150,2,90,,
150,2,90,,
150,3,90,,
150,3,90,,
150,3,90,,
150,4,90,,
150,4,90,,
150,4,90,,
150,5,90,,
150,5,90,,
150,5,90,,
150,6,90,,
150,6,90,,
150,6,90,,
150,7,90,,
150,7,90,,
150,7,90,,
150,8,90,,
150,8,90,,
150,8,90,,
150,2,100,,
150,2,100,,
150,2,100,,
150,3,100,,
150,3,100,,
150,3,100,,
150,4,100,,
150,4,100,,
150,4,100,,
150,5,100,,
150,5,100,,
150,5,100,,
150,6,100,,
150,6,100,,
150,6,100,,
150,7,100,,
150,7,100,,
150,7,100,,
150,8,100,,
150,8,100,,
150,8,100,,
